0.270995 0.209552 0.238530 0.280655 0 
0.366884 0.169492 0.185658 0.277705 0 
0.287409 0.200730 0.232208 0.279425 0 
0.322196 0.187972 0.222836 0.266705 0 
0.279647 0.209806 0.229761 0.280502 0 
0.332668 0.156063 0.198003 0.312981 0 
0.281951 0.201513 0.228980 0.287276 0 
0.283213 0.212340 0.228738 0.275431 0 
0.338599 0.181656 0.237707 0.241783 0 
0.346117 0.179126 0.219417 0.255097 0 
0.354430 0.149951 0.202045 0.293330 0 
0.332371 0.170084 0.193185 0.304072 0 
0.367526 0.166336 0.200340 0.265514 0 
0.342294 0.208906 0.207675 0.240919 0 
0.281200 0.197772 0.234599 0.286201 0 
0.311518 0.210632 0.221206 0.256359 0 
0.341783 0.212475 0.205924 0.239533 0 
0.309953 0.204651 0.168751 0.316598 0 
0.270798 0.216719 0.165486 0.346967 0 
0.309480 0.203866 0.163292 0.323324 0 
0.312782 0.208619 0.168628 0.309942 0 
0.303183 0.211103 0.172434 0.313233 0 
0.286482 0.231201 0.168578 0.313691 0 
0.250171 0.196789 0.195946 0.357054 0 
0.288763 0.225208 0.178483 0.307522 0 
0.265338 0.223401 0.171206 0.340015 0 
0.311392 0.214567 0.175182 0.298817 0 
0.141991 0.376796 0.343573 0.137508 1 
0.166812 0.352859 0.338346 0.141808 1 
0.181113 0.313504 0.366515 0.138777 1 
0.206831 0.380303 0.295160 0.117606 1 
0.157845 0.376679 0.340180 0.125217 1 
0.182272 0.335122 0.319486 0.163027 1 
0.201069 0.279072 0.292471 0.227309 1 
0.147382 0.339551 0.360698 0.152276 1 
0.127817 0.336441 0.380453 0.155234 1 
0.147595 0.335389 0.350628 0.166316 1 
0.160408 0.318188 0.345600 0.175742 1 
0.152648 0.322710 0.357752 0.166819 1 
0.134678 0.318465 0.364220 0.182589 1 
0.140033 0.320513 0.400415 0.138949 1 
0.153206 0.309164 0.347219 0.190345 1 
0.174399 0.303449 0.349522 0.172550 1 
0.145096 0.335436 0.362027 0.157373 1 
0.156980 0.320945 0.359192 0.162800 1 
0.125781 0.339397 0.376405 0.158339 1 
0.168150 0.309093 0.319796 0.202861 1 
0.152260 0.327077 0.359944 0.160631 1 
0.139665 0.327381 0.369824 0.163043 1 
0.161741 0.357540 0.333289 0.147363 1 
0.154936 0.350934 0.313240 0.180837 1 
0.162687 0.331250 0.328643 0.177379 1 
0.154242 0.355814 0.351127 0.138767 1 
0.159796 0.340133 0.338150 0.161850 1 
0.151803 0.346342 0.324826 0.176955 1 
0.176392 0.346618 0.334376 0.142525 1 
0.162218 0.346017 0.338824 0.152874 1 
0.155746 0.346454 0.338945 0.158796 1 
0.162949 0.346634 0.332378 0.157970 1 
0.157434 0.340677 0.334886 0.166939 1 
0.181837 0.328845 0.290014 0.199269 1 
0.149968 0.332794 0.353998 0.163160 1 
0.175337 0.315775 0.310208 0.198641 1 
0.167549 0.327209 0.339191 0.165951 1 
0.166282 0.335145 0.333553 0.164965 1 
0.164322 0.335411 0.327872 0.172336 1 
0.183991 0.318880 0.327205 0.169879 1 
0.176030 0.335776 0.323074 0.165038 1 
0.163563 0.350754 0.329161 0.156470 1 
0.147392 0.319415 0.370682 0.162411 1 
0.162400 0.343302 0.333925 0.160309 1 
0.170372 0.336816 0.337352 0.155371 1 
0.156398 0.349454 0.343796 0.150275 1 
0.161697 0.353042 0.346272 0.138903 1 
0.164138 0.333039 0.329511 0.173253 1 
0.152623 0.349402 0.341839 0.156087 1 
0.162800 0.349393 0.321848 0.165860 1 
0.153320 0.319301 0.359417 0.167922 1 
0.220270 0.314496 0.267007 0.198188 1 
0.157948 0.345710 0.336702 0.159597 1 
0.178616 0.330867 0.291621 0.198858 1 
0.143955 0.357319 0.329693 0.168992 1 
0.143955 0.357319 0.329693 0.168992 1 
